title_norm,tmdb_id,genres,director,top_cast,overview,match_score,enriched_text
The Theory of Everything (2006),268021.0,['Drama'],David de Vos,"['Victor Lundin', 'David de Vos', 'Frances Black']","Does God exist? Does Science prove God's existence or provide more reasons to doubt? Doug Holloway (David de Vos), a family man on the verge of financial and marital ruin, embarks on a journey to find his birth father, Dr. Eugene Holland (Victor Lundin). Dr. Holland is on a mission of his own - to prove the Holy Grail of physics - the Theory of Everything - that may prove the existence of Go...",1.0,"The Theory of Everything (2006) | Genres: Drama | Director: David de Vos | Cast: Victor Lundin, David de Vos, Frances Black"
Shaolin Soccer (2001),11770.0,"['Action', 'Comedy']",Stephen Chow,"['Stephen Chow', 'Richard Ng Man-Tat', 'Zhao Wei']",A young Shaolin follower reunites with his discouraged brothers to form a soccer team using their martial art skills to their advantage.,1.0,"Shaolin Soccer (2001) | Genres: Action, Comedy | Director: Stephen Chow | Cast: Stephen Chow, Richard Ng Man-Tat, Zhao Wei"
Hotel Rwanda (2004),205.0,"['Drama', 'History', 'War']",Terry George,"['Don Cheadle', 'Sophie Okonedo', 'Nick Nolte']","Inspired by true events, this film takes place in Rwanda in the 1990s when more than a million Tutsis were killed in a genocide that went mostly unnoticed by the rest of the world. Hotel owner Paul Rusesabagina houses over a thousand refuges in his hotel in attempt to save their lives.",1.0,"Hotel Rwanda (2004) | Genres: Drama, History, War | Director: Terry George | Cast: Don Cheadle, Sophie Okonedo, Nick Nolte"
Four Weddings and a Funeral (1994),712.0,"['Comedy', 'Drama', 'Romance']",Mike Newell,"['Hugh Grant', 'Andie MacDowell', 'Kristin Scott Thomas']","Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love.",1.0,"Four Weddings and a Funeral (1994) | Genres: Comedy, Drama, Romance | Director: Mike Newell | Cast: Hugh Grant, Andie MacDowell, Kristin Scott Thomas"
Empire Records (1995),13531.0,"['Comedy', 'Drama', 'Romance']",Allan Moyle,"['Liv Tyler', 'Johnny Whitworth', 'Renée Zellweger']",The employees of an independent music store learn about each other as they try to stop the store from being absorbed by a large chain.,1.0,"Empire Records (1995) | Genres: Comedy, Drama, Romance | Director: Allan Moyle | Cast: Liv Tyler, Johnny Whitworth, Renée Zellweger"
Dead Man Running (2009),32678.0,"['Action', 'Crime', 'Drama', 'Thriller']",Alex De Rakoff,"['50 Cent', 'Tamer Hassan', 'Danny Dyer']","A loan shark gives ex-con Nick a period of 24 hours in order to pay back the money he owes. Up against it, Nick involves his best mate on a multi-part mission in order to raise the cash before it's too late for them both",1.0,"Dead Man Running (2009) | Genres: Action, Crime, Drama, Thriller | Director: Alex De Rakoff | Cast: 50 Cent, Tamer Hassan, Danny Dyer"
Enough (2002),1957.0,"['Drama', 'Thriller']",Michael Apted,"['Jennifer Lopez', 'Billy Campbell', 'Tessa Allen']","Working-class waitress Slim thought she was entering a life of domestic bliss when she married Mitch, the man of her dreams. After the arrival of their first child, her picture perfect life is shattered when she discovers Mitch's hidden possessive dark side, a controlling and abusive alter ego that can turn trust, love and tranquility into terror. Terrified for her child's safety, Slim flees with her daughter. Relentless in his pursuit and enlisting the aid of lethal henchmen, Mitch continually stalks the prey that was once his family.",1.0,"Enough (2002) | Genres: Drama, Thriller | Director: Michael Apted | Cast: Jennifer Lopez, Billy Campbell, Tessa Allen"
The Petrified Forest (1936),17030.0,"['Crime', 'Drama', 'Romance', 'Thriller']",Archie Mayo,"['Leslie Howard', 'Bette Davis', 'Humphrey Bogart']","Gabby, the waitress in an isolated Arizona diner, dreams of a bigger and better life. One day penniless intellectual Alan drifts into the joint and the two strike up a rapport. Soon enough, notorious killer Duke Mantee takes the diner's inhabitants hostage. Surrounded by miles of desert, the patrons and staff are forced to sit tight with Mantee and his gang overnight.",1.0,"The Petrified Forest (1936) | Genres: Crime, Drama, Romance, Thriller | Director: Archie Mayo | Cast: Leslie Howard, Bette Davis, Humphrey Bogart"
G.I. Blues (1960),18642.0,"['Music', 'Comedy', 'Romance']",Norman Taurog,"['Elvis Presley', 'Juliet Prowse', 'Robert Ivers']","Stationed in West Germany, soldier Tulsa McLean hopes to open up a nightclub when he gets out of the army. Tulsa may lack the capital for such a venture, but a chance to raise the cash comes his way through a friendly wager. Local dancer Lili (Juliet Prowse) is a notorious ice queen, and Tulsa bets everything he has that a friend of his can earn her affections. But, when that friend is dispatched to Alaska, it's up to Tulsa to melt Lili's heart.",1.0,"G.I. Blues (1960) | Genres: Music, Comedy, Romance | Director: Norman Taurog | Cast: Elvis Presley, Juliet Prowse, Robert Ivers"
Train to Busan (2016),396535.0,"['Horror', 'Thriller', 'Action', 'Adventure']",Yeon Sang-ho,"['Gong Yoo', 'Kim Su-an', 'Jung Yu-mi']","When a zombie virus pushes Korea into a state of emergency, those trapped on an express train to Busan must fight for their own survival.",1.0,"Train to Busan (2016) | Genres: Horror, Thriller, Action, Adventure | Director: Yeon Sang-ho | Cast: Gong Yoo, Kim Su-an, Jung Yu-mi"
The Devil's Own (1997),4477.0,"['Crime', 'Thriller', 'Drama']",Alan J. Pakula,"['Harrison Ford', 'Brad Pitt', 'Margaret Colin']","Frankie McGuire, one of the IRA's deadliest assassins, draws an American family into the crossfire of terrorism. But when he is sent to the U.S. to buy weapons, Frankie is housed with the family of Tom O'Meara, a New York cop who knows nothing about Frankie's real identity. Their surprising friendship, and Tom's growing suspicions, forces Frankie to choose between the promise of peace or a lifetime of murder.",1.0,"The Devil's Own (1997) | Genres: Crime, Thriller, Drama | Director: Alan J. Pakula | Cast: Harrison Ford, Brad Pitt, Margaret Colin"
Honey (2003),10028.0,"['Music', 'Drama', 'Romance']",Bille Woodruff,"['Jessica Alba', 'Mekhi Phifer', 'Romeo']","Honey Daniels dreams of making a name for herself as a hip-hop choreographer. When she's not busy hitting downtown clubs with her friends, she teaches dance classes at a nearby community center in Harlem, N.Y., as a way to keep kids off the streets. Honey thinks she's hit the jackpot when she meets a hotshot director casts her in one of his music videos. But, when he starts demanding sexual favors from her, Honey makes a decision that will change her life.",1.0,"Honey (2003) | Genres: Music, Drama, Romance | Director: Bille Woodruff | Cast: Jessica Alba, Mekhi Phifer, Romeo"
Silver Streak (1976),11558.0,"['Comedy', 'Crime', 'Romance', 'Thriller', 'Action']",Arthur Hiller,"['Gene Wilder', 'Jill Clayburgh', 'Richard Pryor']","A somewhat daffy book editor on a rail trip from Los Angeles to Chicago thinks that he sees a murdered man thrown from the train. When he can find no one who will believe him, he starts doing some investigating of his own. But all that accomplishes is to get the killer after him.",1.0,"Silver Streak (1976) | Genres: Comedy, Crime, Romance, Thriller, Action | Director: Arthur Hiller | Cast: Gene Wilder, Jill Clayburgh, Richard Pryor"
Frances Ha (2012),121986.0,"['Comedy', 'Drama']",Noah Baumbach,"['Greta Gerwig', 'Mickey Sumner', 'Michael Zegen']","An aspiring dancer moves to New York City and becomes caught up in a whirlwind of flighty fair-weather friends, diminishing fortunes and career setbacks.",0.9,"Frances Ha (2012) | Genres: Comedy, Drama | Director: Noah Baumbach | Cast: Greta Gerwig, Mickey Sumner, Michael Zegen"
The First Monday in May,384573.0,['Documentary'],Andrew Rossi,"['Andrew Bolton', 'Wong Kar-Wai', 'Karl Lagerfeld']","Chronicles the creation of The Metropolitan Museum of Art's most attended fashion exhibition in history, ""China: Through The Looking Glass,"" an exploration of Chinese-inspired Western fashions by Costume Institute curator Andrew Bolton.",1.0,"The First Monday in May | Genres: Documentary | Director: Andrew Rossi | Cast: Andrew Bolton, Wong Kar-Wai, Karl Lagerfeld"
To (1964),269053.0,['Comedy'],Palle Kjærulff-Schmidt,"['Yvonne Ingdal', 'Jens Østerholm', 'Jørgen Bidstrup']","In this romantic drama, Niels (Jens Osterholm) is a petty thief and irresponsible lout who meets Lone (Yvonne Ingdal), a hospital lab assistant who is just the opposite of Niels. The two meet, fall in love, and must learn the old adage that opposites attract. The unenviable Niels and the model citizen Lone are helpless to fight their passionate chemistry when they are together.",1.0,"To (1964) | Genres: Comedy | Director: Palle Kjærulff-Schmidt | Cast: Yvonne Ingdal, Jens Østerholm, Jørgen Bidstrup"
The Swan Princess (1994),22586.0,"['Family', 'Animation', 'Fantasy', 'Adventure', 'Comedy']",Richard Rich,"['Jack Palance', 'Howard McGillin', 'Michelle Nicastro']","The beautiful princess Odette is transformed into a swan by an evil sorcerer's spell. Held captive at an enchanted lake, she befriends Jean-Bob the frog, Speed the turtle and Puffin the bird. Despite their struggle to keep the princess safe, these good-natured creatures can do nothing about the sorcerer's spell, which can only be broken by a vow of everlasting love.",1.0,"The Swan Princess (1994) | Genres: Family, Animation, Fantasy, Adventure, Comedy | Director: Richard Rich | Cast: Jack Palance, Howard McGillin, Michelle Nicastro"
The Good Guys,1299134.0,['Comedy'],Lisa Brenner,"['Noah Blake', 'Hannah Devlin', 'Amy Motta']","When a pest control company is on the verge of collapse, it is up to the boss to figure out who is to blame.",1.0,"The Good Guys | Genres: Comedy | Director: Lisa Brenner | Cast: Noah Blake, Hannah Devlin, Amy Motta"
Susan Slept Here (1954),50356.0,"['Comedy', 'Drama']",Frank Tashlin,"['Dick Powell', 'Debbie Reynolds', 'Alvy Moore']","On Christmas Eve, suffering from a case of writer's block, screenwriter Mark Christopher and his gofer Virgil get an unexpected visit from Sergeant Maizel. Knowing Christopher is working on a juvenile delinquent script, the sergeant brings by delinquent Susan thinking she will inspire Christopher while providing a place for her to spend the holidays outside of juvenile hall.",1.0,"Susan Slept Here (1954) | Genres: Comedy, Drama | Director: Frank Tashlin | Cast: Dick Powell, Debbie Reynolds, Alvy Moore"
Help! (1965),14831.0,"['Comedy', 'Music', 'Adventure']",Richard Lester,"['George Harrison', 'John Lennon', 'Paul McCartney']","An obscure Eastern cult that practices human sacrifice pursues Ringo after he unknowingly puts on a ceremonial ring (that, of course, won't come off). On top of that, a pair of mad scientists, members of Scotland Yard, and a beautiful but dead-eyed assassin all have their own plans for the Fab Four.",1.0,"Help! (1965) | Genres: Comedy, Music, Adventure | Director: Richard Lester | Cast: George Harrison, John Lennon, Paul McCartney"
Pirates of the Caribbean: The Curse of the Black Pearl (2003),22.0,"['Adventure', 'Fantasy', 'Action']",Gore Verbinski,"['Johnny Depp', 'Geoffrey Rush', 'Orlando Bloom']","When wily Captain Barbossa steals Jack Sparrow's ship and kidnaps the governor's beautiful daughter, Elizabeth, her childhood friend Will Turner joins forces with Jack to save her and recapture Jack's ship, the Black Pearl.",1.0,"Pirates of the Caribbean: The Curse of the Black Pearl (2003) | Genres: Adventure, Fantasy, Action | Director: Gore Verbinski | Cast: Johnny Depp, Geoffrey Rush, Orlando Bloom"
Amélie (2001),194.0,"['Comedy', 'Romance']",Jean-Pierre Jeunet,"['Audrey Tautou', 'Mathieu Kassovitz', 'Rufus']","At a tiny Parisian café, the adorable yet painfully shy Amélie accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?",1.0,"Amélie (2001) | Genres: Comedy, Romance | Director: Jean-Pierre Jeunet | Cast: Audrey Tautou, Mathieu Kassovitz, Rufus"
The Young Offenders (2016),408159.0,['Comedy'],Peter Foott,"['Alex Murphy', 'Chris Walley', 'Hilary Rose']","Two teenage boys from inner-city Cork steal bicycles and ride off on a 160km quest to find an unrecovered bale of cocaine worth 7,000,000 euros.",1.0,"The Young Offenders (2016) | Genres: Comedy | Director: Peter Foott | Cast: Alex Murphy, Chris Walley, Hilary Rose"
Tubelight,441881.0,"['Drama', 'War']",Kabir Khan,"['Salman Khan', 'Sohail Khan', 'Om Puri']","Laxman Singh Bisht is nicknamed tube light by his neighbours because he is feeble-minded. Despite being special, Laxman lives by one life-lesson; keep your faith alive and you can do almost anything, even stop a war.",1.0,"Tubelight | Genres: Drama, War | Director: Kabir Khan | Cast: Salman Khan, Sohail Khan, Om Puri"
Dreamer (2005),,,,,,,Dreamer (2005)
The Crow (1994),9495.0,"['Fantasy', 'Action', 'Thriller']",Alex Proyas,"['Brandon Lee', 'Rochelle Davis', 'Ernie Hudson']","Exactly one year after young rock guitarist Eric Draven and his fiancée are brutally killed by a ruthless gang of criminals, Draven, watched over by a hypnotic crow, returns from the grave to exact revenge.",1.0,"The Crow (1994) | Genres: Fantasy, Action, Thriller | Director: Alex Proyas | Cast: Brandon Lee, Rochelle Davis, Ernie Hudson"
Inside Man (2006),388.0,"['Crime', 'Drama', 'Thriller']",Spike Lee,"['Denzel Washington', 'Clive Owen', 'Jodie Foster']","When an armed, masked gang enter a Manhattan bank, lock the doors and take hostages, the detective assigned to effect their release enters negotiations preoccupied with corruption charges he is facing.",1.0,"Inside Man (2006) | Genres: Crime, Drama, Thriller | Director: Spike Lee | Cast: Denzel Washington, Clive Owen, Jodie Foster"
Kid Blue (1973),154073.0,"['Comedy', 'Western']",James Frawley,"['Dennis Hopper', 'Warren Oates', 'Peter Boyle']","Bickford Waner, an apparently naive young man from Fort Worth, arrives in the tiny Texas town of Dime Box and takes on a variety of menial jobs. He's befriended by Reese Ford and his wife Molly, but before long Molly has seduced Bickford. Only with the arrival of Bickford's former girlfriend Janet Conforto is it revealed that Bickford is actually the notorious train robber Kid Blue. Humiliated by a scandal arising from his affair with his friend's wife, Bickford gives up on going straight and plots a crime.",1.0,"Kid Blue (1973) | Genres: Comedy, Western | Director: James Frawley | Cast: Dennis Hopper, Warren Oates, Peter Boyle"
The Zodiac (2005),11345.0,"['Crime', 'Drama', 'Thriller', 'Horror']",Alexander Bulkley,"['Justin Chambers', 'Robin Tunney', 'Rory Culkin']","An elusive serial killer known as the Zodiac terrorizes the San Francisco Bay in the late 1960s, while detectives aim to stop him before he claims more victims. Based on a true story.",1.0,"The Zodiac (2005) | Genres: Crime, Drama, Thriller, Horror | Director: Alexander Bulkley | Cast: Justin Chambers, Robin Tunney, Rory Culkin"
Joyeux Noël (2005),11661.0,"['Drama', 'War', 'Romance', 'History']",Christian Carion,"['Diane Kruger', 'Benno Fürmann', 'Guillaume Canet']","France, 1914, during World War I. On Christmas Eve, an extraordinary event takes place in the bloody no man's land that the French and the Scots dispute with the Germans…",1.0,"Joyeux Noël (2005) | Genres: Drama, War, Romance, History | Director: Christian Carion | Cast: Diane Kruger, Benno Fürmann, Guillaume Canet"
War of the Worlds (2005),74.0,"['Adventure', 'Thriller', 'Science Fiction']",Steven Spielberg,"['Tom Cruise', 'Dakota Fanning', 'Justin Chatwin']","Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop off his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.",1.0,"War of the Worlds (2005) | Genres: Adventure, Thriller, Science Fiction | Director: Steven Spielberg | Cast: Tom Cruise, Dakota Fanning, Justin Chatwin"
The Glass House (2001),2176.0,"['Drama', 'Thriller']",Daniel Sackheim,"['Leelee Sobieski', 'Diane Lane', 'Stellan Skarsgård']","When Ruby and Rhett's parents are killed in a car accident, their carefree teenage lives are suddenly shattered. Moving to an incredible house in Malibu with the Glasses', old friends of the family, seems to be the beginning of a new life for them.",1.0,"The Glass House (2001) | Genres: Drama, Thriller | Director: Daniel Sackheim | Cast: Leelee Sobieski, Diane Lane, Stellan Skarsgård"
Return of Sabata,72032.0,['Western'],Gianfranco Parolini,"['Lee Van Cleef', 'Reiner Schöne', 'Giampiero Albertini']","Master gunslinger Sabata arrives in Hobsonville, a town completely owned by McIntock, a robber baron who is taxing the inhabitants for the cost of future improvements to the town. Or that's what McIntock says he'll do with the money...",1.0,"Return of Sabata | Genres: Western | Director: Gianfranco Parolini | Cast: Lee Van Cleef, Reiner Schöne, Giampiero Albertini"
Why%3F (1987),,,,,,,Why%3F (1987)
Doctor Who: Thirty Years in the TARDIS,,,,,,,Doctor Who: Thirty Years in the TARDIS
Masks (1929),,,,,,,Masks (1929)
Unmistaken Child (2008),62635.0,['Documentary'],Nati Baratz,['Tenzin Zopa'],"In Nepal, a venerable monk, Geshe Lama Konchog, dies and one of his disciples, a youthful monk named Tenzin Zopa, searches for his master's reincarnation. The film follows his search to the Tsum Valley where he finds a young boy of the right age who uncannily responds to Konchog's possessions. Is this the reincarnation of the master? After the boy passes several tests, Tenzin takes him to meet the Dali Lama. Will the parents agree to let the boy go to the monastery, and, if so, how will the child respond? Central to the film is the relationship the child develops with Tenzin.",0.9,Unmistaken Child (2008) | Genres: Documentary | Director: Nati Baratz | Cast: Tenzin Zopa
Our Vines Have Tender Grapes (1945),108843.0,"['Drama', 'Family']",Roy Rowland,"['Edward G. Robinson', ""Margaret O'Brien"", 'James Craig']","Welcome to Fuller Junction, Wisconsin, a friendly small town settled by Norwegian farmers.  Here we see the exploits of two young cousins, Selma and Arnold, who learn about their world and experience the ups and downs of life as the season pass.",1.0,"Our Vines Have Tender Grapes (1945) | Genres: Drama, Family | Director: Roy Rowland | Cast: Edward G. Robinson, Margaret O'Brien, James Craig"
Hitman: Agent 47 (2015),249070.0,"['Action', 'Crime', 'Thriller']",Aleksander Bach,"['Rupert Friend', 'Zachary Quinto', 'Hannah Ware']",An assassin teams up with a woman to help her find her father and uncover the mysteries of her ancestry.,1.0,"Hitman: Agent 47 (2015) | Genres: Action, Crime, Thriller | Director: Aleksander Bach | Cast: Rupert Friend, Zachary Quinto, Hannah Ware"
It (2017),346364.0,"['Horror', 'Thriller', 'Drama']",Andy Muschietti,"['Jaeden Martell', 'Jeremy Ray Taylor', 'Sophia Lillis']","In a small town in Maine, seven children known as The Losers Club come face to face with life problems, bullies and a monster that takes the shape of a clown called Pennywise.",1.0,"It (2017) | Genres: Horror, Thriller, Drama | Director: Andy Muschietti | Cast: Jaeden Martell, Jeremy Ray Taylor, Sophia Lillis"
Identity Thief (2013),109431.0,"['Comedy', 'Crime']",Seth Gordon,"['Jason Bateman', 'Melissa McCarthy', 'Jon Favreau']","When a mild-mannered businessman learns his identity has been stolen, he hits the road in an attempt to foil the thief -- a trip that puts him in the path of a deceptively harmless-looking woman.",1.0,"Identity Thief (2013) | Genres: Comedy, Crime | Director: Seth Gordon | Cast: Jason Bateman, Melissa McCarthy, Jon Favreau"
The Heart of Me (2002),24985.0,"['Drama', 'Romance']",Thaddeus O'Sullivan,"['Helena Bonham Carter', 'Olivia Williams', 'Paul Bettany']","Drama set in 1930s London with two sisters, Madeleine married to Rickie, and Dinah, who falls in love with him. Rickie and Dinah begin an affair which is to have repercussions throughout all their lives.",0.8,"The Heart of Me (2002) | Genres: Drama, Romance | Director: Thaddeus O'Sullivan | Cast: Helena Bonham Carter, Olivia Williams, Paul Bettany"
The Bishop's Wife (1947),19490.0,"['Comedy', 'Fantasy', 'Drama', 'Romance']",Henry Koster,"['Cary Grant', 'Loretta Young', 'David Niven']","An Episcopal Bishop, Henry Brougham, has been working for months on the plans for an elaborate new cathedral which he hopes will be paid for primarily by a wealthy, stubborn widow. He is losing sight of his family and of why he became a churchman in the first place. Enter Dudley, an angel sent to help him. Dudley does help everyone he meets, but not necessarily in the way they would have preferred. With the exception of Henry, everyone loves him, but Henry begins to believe that Dudley is there to replace him, both at work and in his family's affections, as Christmas approaches.",1.0,"The Bishop's Wife (1947) | Genres: Comedy, Fantasy, Drama, Romance | Director: Henry Koster | Cast: Cary Grant, Loretta Young, David Niven"
Mary Poppins (1964),433.0,"['Comedy', 'Family', 'Fantasy']",Robert Stevenson,"['Julie Andrews', 'Dick Van Dyke', 'David Tomlinson']","In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father.",1.0,"Mary Poppins (1964) | Genres: Comedy, Family, Fantasy | Director: Robert Stevenson | Cast: Julie Andrews, Dick Van Dyke, David Tomlinson"
The Comedian (2016),369524.0,['Comedy'],Taylor Hackford,"['Robert De Niro', 'Leslie Mann', 'Danny DeVito']","An aging comic icon, Jackie Burke, has seen better days. Despite his efforts to reinvent himself and his comic genius, the audience only wants to know him as the former television character he once played. Already a strain on his younger brother and his wife, Jackie is forced to serve out a sentence doing community service for accosting an audience member. While there, he meets Harmony, the daughter of a sleazy Florida real estate mogul, and the two find inspiration in one another, resulting in surprising consequences.",1.0,"The Comedian (2016) | Genres: Comedy | Director: Taylor Hackford | Cast: Robert De Niro, Leslie Mann, Danny DeVito"
The Last Stand (2013),76640.0,"['Action', 'Crime', 'Thriller']",Kim Jee-woon,"['Arnold Schwarzenegger', 'Johnny Knoxville', 'Jaimie Alexander']","Ray Owens is sheriff of the quiet US border town of Sommerton Junction after leaving the LAPD following a bungled operation. Following his escape from the FBI, a notorious drug baron, his gang, and a hostage are heading toward Sommerton Junction where the police are preparing to make a last stand to intercept them before they cross the border. Owens is reluctant to become involved but ultimately joins in with the law enforcement efforts.",1.0,"The Last Stand (2013) | Genres: Action, Crime, Thriller | Director: Kim Jee-woon | Cast: Arnold Schwarzenegger, Johnny Knoxville, Jaimie Alexander"
The Third Man (1949),1092.0,"['Thriller', 'Mystery']",Carol Reed,"['Joseph Cotten', 'Alida Valli', 'Trevor Howard']","In postwar Vienna, Austria, Holly Martins, a writer of pulp Westerns, arrives penniless as a guest of his childhood chum Harry Lime, only to learn he has died. Martins develops a conspiracy theory after learning of a ""third man"" present at the time of Harry's death, running into interference from British officer Major Calloway, and falling head-over-heels for Harry's grief-stricken lover, Anna.",1.0,"The Third Man (1949) | Genres: Thriller, Mystery | Director: Carol Reed | Cast: Joseph Cotten, Alida Valli, Trevor Howard"
Stolen (2012),127493.0,"['Action', 'Crime', 'Thriller']",Simon West,"['Nicolas Cage', 'Sami Gayle', 'Josh Lucas']","Master thief Will Montgomery is just released from the State penitentiary after serving a 10 year sentence, is contacted by Vincent, his ex comrade in crime, who is holding Will’s teenage daughter ransom in a hijacked taxi cab. Vincent will only surrender her when Will reveals the whereabouts of the 20 million dollars he contrived to conceal from their last robbery.",1.0,"Stolen (2012) | Genres: Action, Crime, Thriller | Director: Simon West | Cast: Nicolas Cage, Sami Gayle, Josh Lucas"
Edges of Darkness (2008),24796.0,"['Horror', 'Science Fiction']",J. Horton,"['Alonzo F. Jones', 'Shamika Ann Franklin', 'Annemarie Pazmino']",Three interconnected tales of terror set against the backdrop of a zombie apocalypse.,1.0,"Edges of Darkness (2008) | Genres: Horror, Science Fiction | Director: J. Horton | Cast: Alonzo F. Jones, Shamika Ann Franklin, Annemarie Pazmino"
Dirty Dancing,88.0,"['Drama', 'Music', 'Romance']",Emile Ardolino,"['Jennifer Grey', 'Patrick Swayze', 'Cynthia Rhodes']","Expecting the usual tedium that accompanies a summer in the Catskills with her family, 17-year-old Frances 'Baby' Houseman is surprised to find herself stepping into the shoes of a professional hoofer—and unexpectedly falling in love.",1.0,"Dirty Dancing | Genres: Drama, Music, Romance | Director: Emile Ardolino | Cast: Jennifer Grey, Patrick Swayze, Cynthia Rhodes"
Popstar: Never Stop Never Stopping (2016),341012.0,"['Comedy', 'Music']",Akiva Schaffer,"['Andy Samberg', 'Jorma Taccone', 'Akiva Schaffer']","When his new album fails to sell records, pop/rap superstar Conner4real goes into a major tailspin and watches his celebrity high life begin to collapse. He'll try anything to bounce back, anything except reuniting with his old rap group The Style Boyz.",1.0,"Popstar: Never Stop Never Stopping (2016) | Genres: Comedy, Music | Director: Akiva Schaffer | Cast: Andy Samberg, Jorma Taccone, Akiva Schaffer"
I Spit on Your Grave 2 (2013),207768.0,"['Thriller', 'Horror', 'Crime']",Steven R. Monroe,"['Jemma Dallender', 'Joe Absolom', 'Aleksandar Aleksiev']","Broke, and in desperate need to update her portfolio, New York City model Katie calls a number from a tear-off flyer offering free photos. But this innocent attempt quickly turns into an unthinkable kidnapping nightmare where she's ripped away from everyone and everything she knows.",1.0,"I Spit on Your Grave 2 (2013) | Genres: Thriller, Horror, Crime | Director: Steven R. Monroe | Cast: Jemma Dallender, Joe Absolom, Aleksandar Aleksiev"
Roman Holiday (1953),804.0,"['Romance', 'Comedy', 'Drama']",William Wyler,"['Audrey Hepburn', 'Gregory Peck', 'Eddie Albert']","Overwhelmed by her suffocating schedule, touring European princess Ann takes off for a night while in Rome. When a sedative she took from her doctor kicks in, however, she falls asleep on a park bench and is found by an American reporter, Joe Bradley, who takes her back to his apartment for safety. At work the next morning, Joe finds out Ann's regal identity and bets his editor he can get exclusive interview with her, but romance soon gets in the way.",1.0,"Roman Holiday (1953) | Genres: Romance, Comedy, Drama | Director: William Wyler | Cast: Audrey Hepburn, Gregory Peck, Eddie Albert"
The Godfather Part III,242.0,"['Crime', 'Drama', 'Thriller']",Francis Ford Coppola,"['Al Pacino', 'Diane Keaton', 'Talia Shire']","In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.",1.0,"The Godfather Part III | Genres: Crime, Drama, Thriller | Director: Francis Ford Coppola | Cast: Al Pacino, Diane Keaton, Talia Shire"
Lemony Snicket's A Series of Unfortunate Events (2004),11774.0,"['Adventure', 'Comedy', 'Family']",Brad Silberling,"['Emily Browning', 'Liam Aiken', 'Kara Hoffman']","Three wealthy children's parents are killed in a fire. When they are sent to a distant relative, they find out that he is plotting to kill them and seize their fortune.",1.0,"Lemony Snicket's A Series of Unfortunate Events (2004) | Genres: Adventure, Comedy, Family | Director: Brad Silberling | Cast: Emily Browning, Liam Aiken, Kara Hoffman"
Voices of Spring (1933),,,,,,,Voices of Spring (1933)
The Sorcerer's Apprentice (2010),27022.0,"['Fantasy', 'Adventure', 'Action']",Jon Turteltaub,"['Nicolas Cage', 'Jay Baruchel', 'Alfred Molina']","Balthazar Blake is a master sorcerer in modern-day Manhattan trying to defend the city from his arch-nemesis, Maxim Horvath. Balthazar can't do it alone, so he recruits Dave Stutler, a seemingly average guy who demonstrates hidden potential, as his reluctant protégé. The sorcerer gives his unwilling accomplice a crash course in the art and science of magic, and together, these unlikely partners work to stop the forces of darkness.",1.0,"The Sorcerer's Apprentice (2010) | Genres: Fantasy, Adventure, Action | Director: Jon Turteltaub | Cast: Nicolas Cage, Jay Baruchel, Alfred Molina"
The Lord of the Rings: The Fellowship of the Ring (2001),120.0,"['Adventure', 'Fantasy', 'Action']",Peter Jackson,"['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen']","Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",1.0,"The Lord of the Rings: The Fellowship of the Ring (2001) | Genres: Adventure, Fantasy, Action | Director: Peter Jackson | Cast: Elijah Wood, Ian McKellen, Viggo Mortensen"
Apollo 18 (2011),50357.0,"['Horror', 'Thriller', 'Science Fiction']",Gonzalo López-Gallego,"['Ryan Robbins', 'Warren Christie', 'Lloyd Owen']","Officially, Apollo 17 was the last manned mission to the moon. But a year later in 1973, three American astronauts were sent on a secret mission to the moon funded by the US Department of Defense. What you are about to see is the actual footage which the astronauts captured on that mission. While NASA denies its authenticity, others say it's the real reason we've never gone back to the moon.",1.0,"Apollo 18 (2011) | Genres: Horror, Thriller, Science Fiction | Director: Gonzalo López-Gallego | Cast: Ryan Robbins, Warren Christie, Lloyd Owen"
The Unsinkable Molly Brown (1964),42797.0,['Comedy'],Charles Walters,"['Debbie Reynolds', 'Harve Presnell', 'Ed Begley']","The buoyant Molly Brown has survived the first crisis of her life—a flood. Sixteen years later she sets out to make her way in the world. She assures the Leadville saloon keeper that she can sing and play the piano, and learns quickly. Soon she marries Johnny Brown, who in a few years will be able to replace the original cigar wrapper wedding ring with a replica in gold and gemstones. The Browns head for Europe and bring a few crowned heads back to Denver for a party that turns into a ballroom brawl. Molly goes to Europe alone, returning on the Titanic. She didn't survive a flood as a baby for the story to end here.",1.0,"The Unsinkable Molly Brown (1964) | Genres: Comedy | Director: Charles Walters | Cast: Debbie Reynolds, Harve Presnell, Ed Begley"
